review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
"Don't buy it, if you really like pokemons and want Game Freak to do better, it's the only way we as consumers can make the difference. Don't get me wrong I'm not saying that every thing in there is terrible but we, as players, deserve better than this for 60€ (or what your currency is). If you like gameplay loop play Monster Hunter, if you like open world play Zelda, if you like pokemon battles play BDSP, what we have here is nothing to be praised.","Jan 29, 2022",4,7 of 58 users found this helpful,1 Review,48 Ratings,8.7
"Points positifs : tentative de renouvellement de la Licence honorable, les zones ouvertes, le crafting, les montures, quelques bonnes idées parmi les quêtes secondaires. La DA est plutôt sympa et a un énorme potentiel (la technique & le vide ne lui font pas honneur)Points négatifs : la technique très mauvaise (qualité des texture, clipping, aliasing) et pas du tout à la hauteur de ce que devrait proposer une des licences les plus lucratives. Le monde manque cruellement de vie, les Pokemon sont posés là, à attendre qu'on les capture, ce qui ressemble plus à un zoo qu'à des terres sauvages (trop de sentiment de sécurité, et il aurait été appréciable et plus immersif que les Pokemon mènent leur vie, chassent, se battent, se cachent, jouent, ...).","Jan 30, 2022",4,6 of 49 users found this helpful,10 Reviews,43 Ratings,8.2
Man the graphics in this game are bad. Looks like a ps2 game. The gameplay is not fun.,"Jan 30, 2022",4,8 of 46 users found this helpful,125 Reviews,125 Ratings,7.4
"La verdad la idea es buena, el cambio es algo que rescatar en la jugabilidad para tener en cuenta en futuras entregas, no obstante carece de mucho apartado gráfico, visual, se nota que fue hecho con cero cariño, en muchos pasajes del juego hay escenarios muy cutre, ni hablar del delineado en los personajes en partes oscuras, es un chiste mal contado. No representa un modelo artístico, representa la mediocridad de las desarrolladores para hacer un juego que no tuvo el suficiente tiempo de desarrollo para salir en condiciones decentes. La historia pues.... Cómo siempre deja mucho que desear. Y la cantidad de texto que tiene el juego es una completa locura, tanto que llega a aburrir","Jan 31, 2022",4,3 of 13 users found this helpful,2 Reviews,2 Ratings,0.0
"Un buen intento por innovar en la saga , sin embargo es extremadamente decepcionante que game freak (compañia billonaria) no pueda manejar una buena dirección de arte.","Jan 29, 2022",4,9 of 63 users found this helpful,13 Reviews,26 Ratings,8.3
as yall already know the graphics are really bad like a unity terrain tutorials look betterits not really open world and you know that is not the worst problemso you have like 5 smaller areas with a hub world but they somehow made this 5 smaller areas really empty and blandbattle system is boringcathing pokemon is not the worst thing ever but it gets old after a whilecouldnt get more than 13 hours in before geting really boredand if u like it thats fine but il take a break from all the crappy games that have come out the past 9 years,"Feb 2, 2022",4,5 of 16 users found this helpful,24 Reviews,24 Ratings,7.0
"The maps and the graphics are downright ugly and disappointing. I think the catching mechanic is a lot of fun, but after the first 10-20 hours, my enjoyment dropped off fast. The lack of trainer battles makes leveling up and raising different Pokemon virtually pointless. There are some nice quality of life improvements in this game, such as the move select and evolution menu, and the agile and strong style mechanic is interesting. But again, the lack of trainer battles makes this game have zero replay-ability after you beat the main story.","Jan 29, 2022",4,8 of 60 users found this helpful,2 Reviews,2 Ratings,0.0
"I wanted a game, not an unpaid job............... Looks average, better than sword & shield, good for kids I guess if you're desperate","Feb 3, 2022",4,6 of 14 users found this helpful,1 Review,1 Rating,0.0
"Here is a game that on paper gets me excited for a Pokemon game. After years and years of the same repeated game with different skins comes a new game that tries to be different. The problem is that each new idea feels cut short and never truly fleshed out. The visuals are boring and flat. People seem to confuse ""graphics"" with things like ultra realism or RTX but that is not what I am speaking about. A game can have simple graphics but still manage to set itself apart and look visually interesting. This game needs voice acting of some kind. The lack of voice acting just feels low budget and boring. Even a grunt would bring it up a point in my book at this point. The game play is fun and I would have enjoyed the open movement to play a bigger part in the battles. I think we are at a point where we can start to move away from the turn base battles. Final fantasy had a great solution in its remake where it could be toggled on for those who enjoy it but was not forced onto the player. Combat could be so much more by doing it real time. Heck even just getting rid of the one Pokemon limit when battling would be an improvement! It feels like they picked this time period so that they could finally do something different with the Pokemon formula but then chose not lean into it fully and we are left with half baked new features that just leave us wanting more. Hopefully this game will lead a future where Pokemon games can be something more than just an advertisement to sell merchandise!","Jan 29, 2022",4,29 of 105 users found this helpful,1 Review,1 Rating,0.0
"alors que dire du jeu, il n est pas mauvais mais il aurai pue être clairement mieux! on ce sent très vite dans un espece d'espace vert simulator ou un no man sky a ces début du vide du vide et rien que du vide zero dresseur a part dans le scenario avec de la cinématiques a ne plus en finir juste pour comblé le manque de contenue voila le jeu ne mérite pas une sale note mais ce n est clairement pas le jeu Pokémon révolutionnaire tant attendu espérons que ce jeu soit juste une phase test pour faire patienté et que la 9G sera a la hauteur de nos attente avec ce gameplay","Jan 29, 2022",4,10 of 64 users found this helpful,1 Review,1 Rating,0.0
"The pathfinding work on the map is really painful, and I don't just focus on the graphics.come on nintendo..the world of Biomutant was more alive...","Jan 29, 2022",4,7 of 53 users found this helpful,1 Review,1 Rating,0.0
"It's an ok pokemon game, but it's not a good game. The world feels empty, graphics are outdated and pretty inconsistent, the story and characters are weak even for a pokemon game and once the novelty wears off the gameplay loop is really repetitive. This game really needed more time in development to create a world worth exploring and to refine all the new ideas, but right now this feels like a precursor to a great game and definitely not worth the price tag.If you enjoyed the games before or have a strong connection to the franchise you'll likely enjoy it and appreciate the changes, but it's probably not winning over new fans. Hoping they actually take the time with the next one and run with the new ideas because it could make for a genuinely amazing game.","Jan 30, 2022",4,5 of 37 users found this helpful,2 Reviews,2 Ratings,0.0
"Demasiado Fan Boy, se conforman cada vez con menos, así sólo seguirán fomentando los malos juegos de Pokémon.","Jan 30, 2022",4,7 of 42 users found this helpful,1 Review,1 Rating,0.0
"Better than Pokémon Britian, but could have been way better. There's a whole lot of useless, empty space with nothing around to catch interest. Looks like the environment department took 98% of the texture & modeling budget, b/c while the buildings & such looks good the character models did need more touch up as lighting reveals the models' polygons on occasion, or characters' mouths continously open/close like a singing bass on a wall. Completing the pokedex is tedious busy work now more than ever as completion criteria is random & sometimes requires 40+ interactions with a single type of Pokémon. Models visibly appear/disappear when in/out of rendering range. Pokémon animation visibly tanks to 3 frames at a distance.The evolution animation is the best, and the music is top notch.","Jan 30, 2022",4,5 of 37 users found this helpful,1 Review,1 Rating,0.0
Good idea for a game but horrible execution. Game is just boring for the most part and story make no sense.,"Jan 31, 2022",4,4 of 22 users found this helpful,1 Review,1 Rating,0.0
"If we are honest in the graphic section it leaves a lot to be desired and is even boring and cancine at times, the Pokémon Legends arceus I understand that it seems very good because of the new fighting mechanics, however they continue to drag certain problems from the sword and shield series I do not deny that the game is fun or that we are facing a great game created by Game freak, however I could notice how this game was not made with the love and affection that accompanied the Pokémon games","Jan 31, 2022",4,3 of 12 users found this helpful,1 Review,1 Rating,0.0
"Long and boring tutorial. Poor plot and characters. 2013 graphics and framerate.There is only a good thing about the game, it is a Pokemon game.","Feb 1, 2022",4,5 of 15 users found this helpful,1 Review,1 Rating,0.0
"Es un juego de Pokémon y tenemos sentimientos encontrados, no puede ser que haya un retroceso gráfico en 2022, que prometieran en un primer momento mundo abierto y lo modificaran a mundo encajonado y lo tosco y poco dinámico que son los controles, da la sensación que aceleraron los procesos y el lanzamiento.Es cierto que ha supuesto un cambio, nuevas dinámicas, pero tenían que hacerlo tan similar a Monster Hunter y no tratar de ver una fórmula propia? Es un juego que cuando lo terminas o lo revendes o lo dejas en un rincón tomando polvo.","Feb 4, 2022",4,4 of 9 users found this helpful,1 Review,1 Rating,0.0
"For a person who has only played Pokémon games for their entire life, who are experiencing an open world game for the first time, this is revolutionary, this is a solid 100. If you play many franchises, or even multi platform, the game is mediocre in every way. It’s a bunch of good ideas terribly executed. The game feels poor (budget) regardless on The Pokémon Company being a 100 billion dollar empire. Their product doesn’t reflect their power at all.If you are just curious to try a Pokémon, this will fell just like what it is, with no fanaticism and biased thoughts, a mediocre basic and rough game.Get Pokémon Sword & Shield.","Feb 14, 2022",4,5 of 6 users found this helpful,1 Review,1 Rating,0.0
"A game that only Pokemon fans would tolerate.No other game could be this much of a technical disaster and still garner so much praise. Only Pokemon. Graphics, sound design, level design, NPCs, and more are so undercooked that I would have guessed this game was a year away from release.The gameplay loop is fun enough: go out into the zones and catch Pokemon. Level them up, evolve them. Fill out your Pokedex. The same fun loop that Pokemon is built on, but opened up to larger zones (not open world). I'm happy that many fans are enjoying this. But wow, that is where my praise ends.The graphics are well documented as being the worst of any AAA game in recent years. It's hard to overstate how bad they are. This is the ugliest major release of any IP I can remember. There is also no voice overs, or even the typical JRPG grunting. Just silence during conversations.The open zone level design is a nice change, but it is marred by the game's ugliness. Not to mention basic, fun features like a following Pokemon or the ability to look at your newly caught Pokemon's stats in the field are absent. NPCs are also copy/pasted across the game, which is sad considering there are maybe 100 of them, if that.I just don't understand how this game can be celebrated. Pokemon fans deserve better. There are early access indie games that are better optimized with better technical design than this.My last critique is that the first 1-2 hours is incredibly boring, but apparently this is normal for Pokemon games.I do not recommend this game.","Jan 29, 2022",3,44 of 130 users found this helpful,2 Reviews,2 Ratings,0.0
"Pokemon Legends: Arceus is a failed experiment BUT a solid and promising begining for a new era of the franchise.Let's start with the good things:- The new set-up teams mechanic is pretty good in a way that the movesets are changeable all the time which gives you the oportunity to prepare difficult combats. Note: There are not difficult combats, but for the future is WAY beyond interesting.- I like the idea of introducing new types of attacks (strong and agile).- The concept of the pokemon missions is addictive, making the game more enjoyable trying to complete the tasks of your favorite pokemons.- Capturing is not my favorite mechanic, because i rather combat, but it's pretty satisfying and well done.Bad things:- The story and it's narrative is so dumb in a way that the characters are flattering you because you capture a lvl2 pokemon and they couldn't. I mean, you where there for 5min and you did what they couldn't for their entire life, it's just ridiculous. Another dumb thing is the ""Professor"" character. How in the hell can be someone a professor if you just can't study the pokemons? what can you teach? Ignoring all of this, the story just feels like an anime issekai type of story, which is not necessary that bad.- The game design is so generic, pokemon always had a charismatic look and i don't see nothing about it in this game. The trees, the towns and buildings, etc. just looks like a generic f2p chinese game, I expect more from Pokemon Company. The map looks pretty damn good though. Even the music is generic.- The new roster of pokemons from Hisui, despite Arcanine, are way worse designed than their original forms. And Arcanine it's not that he's better, just feels different.- No online PVP. The stats from the pokemon are no longer needed, and thats pitty.- Let's finish with the more obvious of all of them, the game looks really bad, not only talking about the graphics, which are way below from the standard of the Switch console. I'll not compare it with BOTW (a game lauched 4years ago) but if you do a massive open world, it's important that the ambientation and the world itself works as a hole, in order to get inmersed in it.","Jan 30, 2022",3,5 of 39 users found this helpful,38 Reviews,55 Ratings,7.2
"Things start off fun and exciting but quickly become redundant and monotone. Completing the pokedex is overkill and after completing the game you wonder why you actually even bothered trying to complete any of the side quests giving you nothing but a few additional resources.The store is a joke, you'll never actually have to buy a pokeball or potion for the entirety of the gameThe lack of other villages or towns in the game is pretty horrendous. Only another village and yet nothing worthwhile to the storyline to do there.As other critics have mentioned, the NPCs are also blatantly empty.To me the only worthwhile point to this game is the storyline and even there they could've cut to the chase at the end instead of adding double and triple plot twists!Completed the game and tossed it in my completed game section. May or may not take it out for DLCs if any in the future but it really feels like DLCs should have been part of the game in the first place.Overall verdict:Borrow it from a friend, complete the story and don't bother complete the pokedex, buying stuff or doing side quests. They give little to no addition to the game","Feb 8, 2022",3,5 of 8 users found this helpful,1 Review,1 Rating,0.0
"looks like most reviewers only played the game for 3-4 hours, otherwise i cant explain myself all these good ratingsgame looks like trash and after a relatively short time everything just repeats","Jan 30, 2022",3,7 of 42 users found this helpful,2 Reviews,53 Ratings,8.3
"It's pretty crazy what Pokemon can get away with. They've switched up the formula which imo is definitely for the best. However, it has been done poorly. It looks like it is still in development and made by a small company with little income. The graphics look so crap. There are so few NPCs. Pokemon just sit idling as if theyre not actually part of the surrounding, but just artificially placed there. The gameplay loo","Jan 31, 2022",3,7 of 23 users found this helpful,7 Reviews,10 Ratings,7.8
"Imagine you're working at GameFreak and they tell you ""We're gonna completely change the formula and give the fans what they've wanted"" and then you hear applauses and screams of joy. But then, your boss tells you ""I know this is a huge moment for us and the fans, but you have less than a year to develop this game, because we're greedy and love money"" and you start thinking about your life choices.Well, this game has proven to me that working at GameFreak is like wanting to be a prestige restaurant chef and then I end up flipping burgers at McDonald's.How can you release such a boring, repetitive, unoriginal and ugly game in 2022? Unskippable cutscenes, awful story, awful characters, clunky movements, clunky aiming system (made my fingers hurt for the first time since playing on this console for 3 years), repetitive gameplay loop (collect resources -> craft pokéballs -> catch pokémon; repeat) and, worst of all, huge empty maps with nothing to do in them.How can you build a fake open world game, with no activities to do besides catching Pokémon and craft items (the most basic craft I've ever seen in my entire life), make it so empty and run at barely 30 fps, in 2022, on a console that has released Xenoblades 2 and BOTW?The only reason I don't give this game a 0 is because I appreciate immensely the effort to give the franchise a new direction and a breath of fresh (although smelly) air. THIS is actually a step into the right direction. I also loved the fact that the Pokémon feel alive and the move animations are actually pretty slick - but for me that's it, the game isn't fun at all.Pokémon fans need to stop lowering the bar and be amazed at the low effort development this company brings, stop letting them treat you as if you didn't deserve more. You give them millions every year and this is what they do to reward you. Screw that, man.","Jan 29, 2022",3,15 of 75 users found this helpful,1 Review,1 Rating,0.0
"Absolute garbage, how anyone can rate this higher than a 5 is beyond me, I was already bored after the first 4 hours and never wanted to play it again. I am a pretty decent pokemon fan but this game is so empty and dead and looks like im playing and unfinished PS2 game. Literally no thought was put into the art direction, its as if all they did was raise the terrain in random areas and splattered on some copy and paste trees and called it a day. The gameplay it fun at least, and its finally something new and fresh and I believe that they can build upon this and make a better game in the future, but this aint it chief.","Jan 31, 2022",3,3 of 13 users found this helpful,7 Reviews,7 Ratings,3.4
"The ingredients are there but combined in an incredibly lazy, low-effort way. Optimistic that they will continue to try new things, but this misses the mark ik polish, story and variation in gameplay.","Jan 31, 2022",3,3 of 12 users found this helpful,1 Review,5 Ratings,8.3
"the score above 7 are pure fanboy, the textures are terrible, the tutorial is very long, you have to be 2 meters from a pokemon to see why, if not it doesn't load, the sound is broken, you can beat the game without fighting, except for 4 fights. you can beat pokemons that take 20 levels out of you effortlessly...the intention was good, but they have made a low budget Breath of the wild impact, sad on the part of nintendo","Feb 1, 2022",3,6 of 41 users found this helpful,1 Review,2 Ratings,0.0
A game that should have looked like this at least 10 years ago. Consider how much money GameFreak is making from the franchise and end up giving the fan such a bad game. The animations have once again been taken over from the 3ds game Ultra Moon and Sword. You work through checklists and have very few trainer fights. If it was an indie game it would get a 7 out of 10 but this is one of the biggest franchises in the world!,"Jan 31, 2022",3,10 of 30 users found this helpful,1 Review,2 Ratings,0.0
Es una lastima para los verdaderos fanáticos de pokemon que en 2021 nintendo tenga los huevos de sacar esta basura,"Feb 28, 2022",3,0 of 0 users found this helpful,12 Reviews,23 Ratings,8.7
"Pros: Some music; the design of some PokemonBad: Technically unjustifiable; Pokemon are lifeless puppets wandering in an empty world, without any level design, devoid of ecosystem; unbalanced and unclear combat system; banal and redundant story.","Feb 3, 2022",3,7 of 16 users found this helpful,2 Reviews,2 Ratings,0.0
"Bare bones of a game, decent gameplay mechanics but surrounded by ugly graphics and a bland story, could be far better, and any fan that settles for this it's not helping the franchaise.Yes, praise the good things of the game, the new things that they've tried with the capture mechanics, the combat, etc, BUT PLEASE, say the truth, it's an average game at most when you see the full picture. Let's not make a battle of 0's and 10's, we can argue about giving the game from a 3 to a 5.5/6 rating, but anything else it's just unfounded hate or fanboyism.","Jan 29, 2022",3,12 of 70 users found this helpful,4 Reviews,5 Ratings,7.5
"NO...no. This could not be a game from 2022. It looks like an early Gamecube game at best. Its horrible looking. Why did i buy this trash. The open world gameplay is nice and battling Pokemon is kinda fun but thats all there is thats good oh and a good size amout of pokemon. Again, this is Nintendo putting something out there where ppl playing PS4 or PS5 are rolling off there chair laughing at this game. I love Nintendo to death but this is pretty bad, Yes, its bad.","Jan 29, 2022",3,7 of 57 users found this helpful,57 Reviews,57 Ratings,8.9
"It would be a pretty solid Nintendo Gamecube game. As a Nintendo Switch game, it's offensive to the fans","Feb 2, 2022",3,6 of 17 users found this helpful,8 Reviews,8 Ratings,3.1
"Pokemon Legends was an extreme disappointment for me. I was super hyped for this game as a lifelong Pokemon fan, but also as an RPG fan. This game fell short of my expectations in several different categories.Firstly, the combat feels horrible to me. They revamped the stats and combat system for Pokemon Legends, but it doesn't feel good. Every move hits so hard, and you will often lose several Pokemon battling a wild Pokemon. You will almost always lose a few when fighting an Alpha Pokemon or a Noble Pokemon. A lot of people seem to think this makes the game more challenging, but to me it just made it more frustrating. I still never blacked out or lost my entire party, I just had to craft a boatload of revives and potions after each fight.In addition to this, they removed abilities from the game and instead added ""Agile"" and ""Strong"" style moves. You can use agile to perform and weaker attack, or strong for the opposite. While this seems cool in theory, battles rarely ever last long enough to reward using agile style. I personally feel like abilities made Pokemon more unique and provided for a more interesting combat experience. Overall, I tried to avoid encounters with wild Pokemon and catch them without entering combat if possible.Secondly, the story blows. One of the main appeals to most RPGs is their stories. The Witcher, Skyrim, Horizon Zero Dawn, etc. all have deep stories with plenty of twists and turns that keep you engaged. The story in Pokemon Legends is extremely vague and offers very little conclusion even upon full completion. You're basically a kid who fell through a space-time distortion into ancient Sinnoh where Pokemon are going crazy. Upon completion of the story and the entire Pokedex, you still haven't figured out who you are and why you fell through the space-time rift to begin with.Third, calling this an ""open-world RPG"" is laughable. The game is extremely linear and you are bound to certain areas until you complete the main quest. This isn't like Skyrim, Fallout, or Breath of the Wild where you can freely go where you please and complete the story how you like. There are no meaningful choices involved at all. You can explore the areas you've unlocked to your heart's content, but there aren't really any side stories or anything. The world is bland and lacks depth. There aren't any cool puzzles or hidden areas to discover. Ultimately, this just felt like a different take on the existing Pokemon games. It certainly didn't feel like the revolutionary open-world RPG that it was hyped up to be.Lastly, I tried not to judge this game too harshly off of graphics and performance, but unfortunately, it is impossible to overlook that aspect of the game. This game plays and looks worse than Skyrim, a 2011 game. There are FPS drops that make the game laggy and feel bad regardless of whether you play handheld or docked. I know the Switch isn't a very powerful system, but it sure ran Breath of the Wild a heck of a lot better.Overalll, I think Pokemon Legends is a cool idea with awful execution. While it was enjoyable at times (especially in the beginning) doing the same thing over and over got old pretty fast. This game feels close to being something awesome but falls short in way too many crucial areas for me to warrant giving it more than a 3 or a 4 at best. Unfortunately, due to the shockingly good reviews this game has gotten so far, I don't think Game Freak or TPC will make efforts to improve on these areas in the future, and Pokemon will continue to go downhill as a franchise.","Feb 6, 2022",3,4 of 7 users found this helpful,1 Review,1 Rating,0.0
"Leaving aside the pitiful graphics it looks like a game made without desire, unfortunately disappointed in what will be the first pokemon game that I will not complete.","Jan 29, 2022",3,7 of 57 users found this helpful,1 Review,1 Rating,0.0
"It's fun in the short term, but it doesn't have much in the way of replayability, or even story despite the fact that it's supposed to be narrative driven. Most of the game is catching Pokémon until it's time for you to do the same repetitive task of calming the angry lord Pokémon. Pokémon is no stranger to repetition, but it's less challenging than the Pokémon Gyms in previous games. Those at least had a few trainers each, different puzzles to solve, and Gym Leaders weren't hard to beat, but if you weren't prepared you could lose or just barely win. The lord Pokémon are much easier to beat than Gym Leaders, and it's a much more tedious task. You just throw balm, battle, throw balm, battle again, and throw balms. Or you can skip the battles completely and just throw balms. Even Dialga and Palkia can be cheesed by just throwing balms, and they're some of the final bosses of the game. There's a huge lack of trainer battles in the game. You're lucky to see one every half hour. I'd say it's closer to one an hour unless you're at the few segments in the game where you're forced into back to back battles. There's no post game facility like virtually every other main series game after Crystal, and there are about 240 Pokémon, so very few to choose from in regards to team building. On subsequent playthroughs if you can actually bring yourself to replay the game you'll likely end up using the same Pokémon because there are so few encountered in the first 5 or so areas. There are a decent number of side quests (or ""Requests"" as the game calls them to differentiate from the main quests or ""Missions""), but most of them are simple fetch quests. Bring an NPC x number of y item(s), show them a certain Pokémon or Pokédex entry, etc. and there's virtually no multiplayer besides trading, despite every other main series game having player vs player battles which never detracted from the single player experience. The world is also full of barren fields or mountains that have maybe 2 or 3 Pokémon on screen at best 99% of the time, which is inexcusable because the areas are relatively small compared to other open world games (I'm using that term loosely for this game). Other games of this nature you'll find settlements or structures with characters who will give you quests or you can explore a dungeon. No such luck here, you'll just keep walking seeing the same Pokémon and plants over and over again.The game is mediocre at best, bad but not terrible at worst. I know bad games, because I've played the Two Worlds games and Sonic '06.I really wanted to like the game and hoped it would be good, but I was thoroughly let down. Pokémon Sword and Shield and Pokémon Brilliant Diamond and Shining Pearl are miles ahead of this game in terms of content, replayability, and following the concept of the series as a whole.","Jan 29, 2022",3,7 of 56 users found this helpful,3 Reviews,3 Ratings,0.0
"It's a common point that people make that graphics don't matter, it's all about style and gameplay. Well in this game, you don't have visual quality, but it also looks artistically defunct. The copy-pasted houses in the small village thing, only a few trees spaced out unnaturally using the same model and size, the shiny, flat textures on the ground... And people act like moving in a somewhat open space is a huge innovation, when that has been a standard thing for more than a decade. They are on a point where they can say ""It's a pokemon game, people will buy anything as long as it's a Pokemon game"".","Jan 29, 2022",3,7 of 54 users found this helpful,1 Review,1 Rating,0.0
作为一个新的旁支系列，无论是类比主系列作品，还是横向比较其他RPG，都过于缺乏游戏性，为了机械重复的开放世界投入了大部分资源，却失去了RPG的灵魂。,"Jan 30, 2022",3,6 of 39 users found this helpful,1 Review,1 Rating,0.0
"Quick and easy review:- The story is not bad at all.- Empty and lifeless world.- Bad physics, textures and framerate.- Rough controls.- Terrible typography.- The worst open world in an AAA.- You have to be a hardcore fan to like it.","Jan 30, 2022",3,6 of 41 users found this helpful,1 Review,1 Rating,0.0
"Es una vergüenza que una de las franquicias que más dinero genera trate con tan poco respeto a sus fans como para cobrar 60 euros por una versión alpha de un sistema de captura. La única razón por la que es entretenido, que lo es, es por ser Pokémon.","Jan 31, 2022",3,5 of 25 users found this helpful,1 Review,1 Rating,0.0
"The first 3 hours have been awesome, but the exact same procedure in ugly environments, which are repeated in the next 4 areas is the worst. The story is bad, as well as the gameplay or the animations of the figures. Actually, its pokemon stadium with better graphics. A shame for this game studio.","Jan 31, 2022",3,4 of 17 users found this helpful,1 Review,1 Rating,0.0
"This game looks like a beta. It is not finished. The technical section is a disaster, it has bugs, it is very flat and the textures are not attractive at all.For all the money and support the company receives, it's a game made with very little desire. The new mechanics aren't much, and the combat lacks any appeal.We need the company to get its act together or this saga will go to waste. Very disappointed.","Jan 31, 2022",3,3 of 13 users found this helpful,1 Review,1 Rating,0.0
"This game has about an hour of tutorials (if you scream through them), a ton of time of useless dialogue, and the worst offense of all - MMO mechanics. Use a move X times, catch this pokemon Y times, kill this pokemon Z times. You HAVE to do this to progress in the game. If you buy this game, understand that it's a money wasting timesink with some cool mechanics sprinkled in to remind you of what could've been.","Feb 1, 2022",3,5 of 15 users found this helpful,2 Reviews,2 Ratings,0.0
"Quitando los gráficos penosos o las buenas mecánicas de cazar, es el juego de Pokémon más aburrido y simple que he jugado.","Feb 2, 2022",3,5 of 13 users found this helpful,1 Review,1 Rating,0.0
"Pokemon Legends: Arceus is more of a tech demo that experiences with new mechanics and quality of life features for the pokemon franchise than it is a fully fledged AAA title.PLA's main draw is that it attempts to shakeup the pokemon formula by modernizing the pokemon experience to more closely match what pokemon catching would be like in the real world and how it is depicted in the anime series.There is clearly some effort put forth here in executing this new formula, but just like almost every other recent iteration of pokemon, there are obvious signs of neglect and corner cutting.The most obvious signs of neglect come from its lackluster visuals. Graphics aren't everything sure, but in a semi-open world game where exploring the environment and catching pokemon is the main draw, how the world looks is an important aspect of the overall experience.Not only are the graphics sub par when compared to other titles on the same console, it doesn't even match the graphical quality of games from 5+ years ago.Now, if sub-par graphics are used to make up for hinderances due to performance that can be more understandable but that is not the case here.PLA has much less taking place on screen at any given time than many other open world games and it's also not technically an open world game as each individual area you explore is a restricted sub-set of the overall world based on what mission/objective is chosen from the ""Town Hub"" which is also the only town you'll be visiting.Given the restrictive nature of the ""open world"" and its sub-par graphics, it could still look better if simply more was taking place on screen. For example, if there were more trees, more grass, more pokemon, etc. even if the textures looked the way they do, there would be better immersion overall.Instead, we get poor graphics, a limited world, and barren empty environments. All of that being said, this unfortunately doesn't equate to better performance. The game still suffers from performance issues and pop-in.Aside from visuals and performance, the game itself has a repetitive gameplay loop.There are no dungeons in PLA, no real puzzles, no interesting caves, there are pokemon and there are more pokemon and your only job is to throw balls at them and/or fight them.Not having IVs/EVs, breeding, competitive battling, held items etc. removes a huge aspect of replay-ability and purpose from the game.Not having any interesting, nice-looking environments to explore, no puzzles, and no real challenges aside from making your character roll to the side make this overall experience very lack luster.Some would probably say that only ""hardcore pokemon fans"" would like this game but I disagree. I think there are plenty of hardcore pokemon fans who simply recognize this games flaws and are able to acknowledge this is not the definitive edition of pokemon or what we all wanted.If you like simply catching pokemon, reading lots of dialogue, exploring empty worlds, not having any real motivation or purpose aside from completing checklists, then you'll likely enjoy this game.For everyone else, you're going to be disappointed. I would assume though that the majority of the more critical gamers and pokemon fans already know this.I give GameFreak credit for trying something new but this is not the kind of pokemon experience I ultimately wanted. It's scratching the surface, it's getting there so to speak, but it's still lacking a lot of charm and polish.Given that this game has, I believe, only been developed for roughly a year or so, what they've managed to achieve in that time isn't bad necessarily but to call this a AAA Nintendo Switch title and to charge full price for it is disappointing.Again, if going back on the visuals and limiting the explorable world to small sub-sets at a time were for performance reasons, they didn't achieve their goal.The world is a bland, uneventful, empty, barren place. There are pokemon in it so, there's that but after you hide in a bush a few times, dodge roll some attacks, and throw a few pokeballs around, you've literally experienced the entirety of this game.There is a story sure, but it's somewhat irrelevant and is largely just tedious and not immersive enough given the state the rest of the game is in.Now maybe GameFreak will be able to use this ""Tech Demo"" as a starting point to create future titles and maybe in doing so we can expect/hope for more polish in the future but the point here is that PLA doesn't really add all that much to the pokemon franchise and the overall experience it offers is very lackluster and generic.I think part of the reason PLA is getting as much praise as it has is due to the fact that pokemon fans are literally starving for innovation. Coming from the 1:1 remake that is Brilliant Diamond and Shining Pearl, it makes PLA look revolutionary.Dodge rolling and open world exploration are not new ideas.","Feb 2, 2022",3,8 of 18 users found this helpful,1 Review,2 Ratings,0.0
"It's interesting and good that Gamefreak finally decided to innovate, but the world is dead and looks very ugly. Art style of the world doesn't match that of the characters, buildings and Pokemon. Whose bright idea was it to create a realistic looking ground and grass with cartoon characters filled in the world? Makes no sense. Art direction is horrible. Want more evidence? Unity free asset store water.World is empty, nothing happens in it. It used to be that Open World games carried with them some feeling of prestige. There was always something to do in it and the worlds were filled to the brim with content. This game is the opposite and feels like a student project. Completely empty and void of ANY interaction or variety in nature. You literally cannot do anything.","Feb 4, 2022",3,4 of 9 users found this helpful,1 Review,1 Rating,0.0
"The Noble Arcenine made me hate this game, how in the world could they even consider this being good?! How am I suppose to avoid arcenine? The space is so tiny...","Feb 4, 2022",2,4 of 11 users found this helpful,26 Reviews,42 Ratings,2.9
"The exploration is really bad to the point of unforgivable. Traveling through the world is just not fun since it's hard to press run button (why not B like other games?). And there are too many ""vehicles"" for the mode of travelling, with the ill design UI to switching between them. Also the company really don't know how encourage players by placing good fast-travel spots; like, there are no fast-travel before bosses or important battles, so you can't adjust team or select items right there and try again. So good luck running around the world again and again with the worst experience.On the other hand, the combat system is super screwed. The 3-on-1 is totally cheated... Like they don't know how balance the difficulty for a fair 1-on-1 combat. So hey, lets just **** up the players by let opponent throwing 3 pokemons out at once >:(","Feb 21, 2022",2,1 of 2 users found this helpful,2 Reviews,3 Ratings,0.0
"Scandaloso come nel 2022 ci siano persone che non si lamentino del lavoro tecnico fatto con Arceus.""Ma l'importante è il gameplay, non la grafica"" . Si, ma qui parliamo di una bassezza unica, che neanche ai tempi del DS c'era. Switch può permettersi di far girare una determinata grafica (Zelda ne è la prova), ma qui si parla di pigrizia bella e buona, e non DEVE essere perdonata, dato che la cara Nintendo chiede almeno 60 euro per giocare ai suoi giochi (e non abbassa il prezzo cosi facilmente).","Feb 2, 2022",2,7 of 16 users found this helpful,9 Reviews,9 Ratings,6.5
